Prince Harry	ISFP	men_files/prince-harry.jpg
Prince William	ESFJ	men_files/prince-william.jpg
Princess Diana	ISFP	women_pics/princess-diana.jpg
Princess Mary	ISFJ	files2/mary.jpg
Quentin Tarantino	ESFP	philosophers_files/tarantino.jpg
Rachel Maddow	ENFP	files2/rachel-maddow.jpg
Rahm Emanuel	ENTJ	files2/rahm-emanuel.jpg
Ralph Nader	ENFP	philosophers_files/nader.jpg
Randall Munroe	INTP	men_files/randall-munroe.jpg
Randy Jackson	ESFJ	men_files/randy-jackson.jpg
Reese Witherspoon	ENFJ	women_pics/reese-witherspoon.jpg
Regina Spektor	INFP	women_pics/regina-spektor.jpg
Regis Philbin	ESFJ	files2/regis-philbin.jpg
Rene Descartes	INTP	philosophers_files/descartes.jpg
Richard Ayoade	INTP	men_files/richard-ayoade.jpg
Richard Branson	ESFP	files2/richard-branson.jpg
Richard Dawkins	INTP	files2/richard-dawkins.jpg
Richard Feynman	ENTP	philosophers_files/feynman.jpg
Richard Nixon	ISTJ	philosophers_files/nixon.jpg
Rick Santorum	ESFJ	files2/rick-santorum.jpg
Rihanna	ISFP	women_pics/rihanna.jpg
Ringo Starr	ESFP	men_files/ringo-starr.jpg
Rivers Cuomo	ISTJ	men_files/rivers-cuomo.jpg
Robbie Williams	ESFP	men_files/robbie-williams.jpg
Robert De Niro	ISTJ	men_files/robert-de-niro.jpg
Robert Downey Jr.	ENTP	men_files/downey.jpg
Robert E. Lee	ISFJ	philosophers_files/lee.jpg
Robert Pattinson	INFP	men_files/robert-pattinson.jpg
Robin Thicke	ESTP	men_files/robin-thicke.jpg
Robin Williams	ENFP	men_files/robin-williams.jpg
Rodney Mullen	ISTP	files2/rodney-mullen.jpg
Roger Ebert	ESTJ	files2/roger-ebert.jpg
Roger Waters	INTJ	men_files/roger-waters.jpg
Ron Paul	ISTP	files2/ron-paul.jpg
Ronald Reagan	ESFP	files2/ronald-reagan.jpg
Rooney Mara	INFJ	women_pics/rooney-mara.jpg
Rosa Parks	ISFJ	files2/rosa-parks.jpg
Rose McGowan	ENTP	women_pics/rose-mcgowan.jpg
